Recipient,INST_TYPE_1,INST_TYPE_2,total_awards,grants,contracts,student_aid,Total_Federal_Investment
North Seattle College,Public, 4-year or above,0,437161,0,4747142.3,5184303.3
North Shore Community College,Public, 2-year,0,1222211.31,0,16276506.4,17498717.7
Northampton County Area Community College,Public, 2-year,0,463782,0,37375366.8,37839148.8
Northcentral Technical College,Public, 2-year,0,-49186.26,0,10843459.5,10794273.2
Northeast Community College,Public, 2-year,0,0,0,11251903,11251903
Northeast Iowa Community College,Public, 2-year,0,254356,0,10905699,11160055
Northeast Mississippi Community College,Public, 2-year,0,0,0,12934070.9,12934070.9
Northeast Ohio Medical University,Public, 4-year or above,171213.5,12184470,171213.5,30804858,43160541.5
Northeast State Community College,Public, 2-year,0,484195.12,0,11181843,11666038.1
Northeast Technology Center-System Office,Administrative Unit,Administrative Unit,0,0,0,625379,625379
Northeast Texas Community College,Public, 2-year,0,1821511,0,9081568.8,10903079.8
Northeast Wisconsin Technical College,Public, 2-year,0,288041.21,0,27387209,27675250.2
Northeastern Illinois University,Public, 4-year or above,0,13892749,0,35568237.1,49460986.1
Northeastern Junior College,Public, 2-year,0,714085,0,5011763,5725848
Northeastern Oklahoma A&M College,Public, 2-year,0,1202815,0,9990498,11193313
Northeastern State University,Public, 4-year or above,0,888442.88,0,45746511.7,46634954.6
Northeastern Technical College,Public, 2-year,136144.32,1878318,136144.32,2508550,4523012.3
Northeastern University,Private not-for-profit, 4-year or above,2603207.97,104466443,2603207.97,157667983,264737634
Northern Arizona University,Public, 4-year or above,4427579.2,46155655.92,4427579.2,213770275.9,264353511
Northern Baptist Theological Seminary,Private not-for-profit, 4-year or above,0,0,0,586843,586843
Northern Essex Community College,Public, 2-year,0,402782,0,15564147.9,15966929.9
Northern Illinois University,Public, 4-year or above,0,8640049.01,0,129730311,138370360
Northern Kentucky University,Public, 4-year or above,0,3271762.56,0,89083678,92355440.6
Northern Maine Community College,Public, 2-year,0,272489,0,3272378,3544867
Northern Marianas College,Public, 4-year or above,0,652863,0,4384338.1,5037201.1
Northern Michigan University,Public, 4-year or above,12000,1437067,12000,45742634.2,47191701.2
Northern New Mexico College,Public, 4-year or above,0,1250245.01,0,3142708,4392953
Northern Oklahoma College,Public, 2-year,0,661940,0,12793988.4,13455928.4
Northern State University,Public, 4-year or above,0,627965,0,10112666.5,10740631.5
Northern Tier Career Center,Public, less-than 2-year,0,0,0,581595,581595
Northern Virginia Community College,Public, 2-year,162660.36,4173621.41,162660.36,95129603.8,99465885.6
Northland College,Private not-for-profit, 4-year or above,0,235478.05,0,4430133,4665611
Northland Community and Technical College,Public, 2-year,0,0,0,12767697.5,12767697.5
Northland Pioneer College,Public, 2-year,0,518015,0,2156759.2,2674774.2
Northshore Technical Community College,Public, 2-year,0,111267.56,0,15879059.7,15990327.3
NorthWest Arkansas Community College,Public, 2-year,0,533008,0,13506434.7,14039442.7
Northwest Christian University,Private not-for-profit, 4-year or above,0,0,0,8377502,8377502
Northwest College,Public, 2-year,0,271782,0,3223992.7,3495774.7
Northwest Florida State College,Public, 4-year or above,0,24000,0,7763009,7787009
Northwest HVAC/R Training Center,Private not-for-profit, less-than 2-year,0,0,0,354254,354254
Northwest Indian College,Public, 4-year or above,10000,14730118,10000,1516287,16256405
Northwest Iowa Community College,Public, 2-year,0,740895,0,3628210,4369105
Northwest Kansas Technical College,Public, 2-year,0,0,0,2069382,2069382
Northwest Louisiana Technical College,Public, 2-year,0,0,0,2826463.6,2826463.6
Northwest Mississippi Community College,Public, 2-year,0,309337,0,22794596.7,23103933.7
Northwest Missouri State University,Public, 4-year or above,20000,1582151,20000,41808967.3,43411118.3
Northwest Nazarene University,Private not-for-profit, 4-year or above,0,49740.02,0,17788054,17837794
Northwest School of Wooden Boat Building,Private not-for-profit, 2-year,0,0,0,216122.4,216122.4
Northwest State Community College,Public, 2-year,0,449986,0,5911939,6361925
Northwest Suburban College,Private not-for-profit, 4-year or above,0,0,0,103545.9,103545.9
Northwest Technical College,Public, 2-year,0,0,0,4166250,4166250
Northwest Technology Center,Public, less-than 2-year,0,0,0,61068,61068
Northwest University,Private not-for-profit, 4-year or above,0,0,0,17552969,17552969
Northwest Vista College,Public, 2-year,0,1242169,0,26731341.1,27973510.1
Northwest-Shoals Community College,Public, 2-year,0,3374194.18,0,10053974,13428168.2
Northwestern College,Private not-for-profit, 4-year or above,0,0,0,7017180.6,7017180.6
Northwestern Connecticut Community College,Public, 2-year,0,779147,0,1643827.1,2422974.1
Northwestern Health Sciences University,Private not-for-profit, 4-year or above,0,-33333,0,28102628,28069295
Northwestern Michigan College,Public, 4-year or above,0,234000,0,12684681,12918681
Northwestern Oklahoma State University,Public, 4-year or above,0,840947.88,0,9837699,10678646.9
Northwestern State University of Louisiana,Public, 4-year or above,0,897291.88,0,69214278.3,70111570.2
Northwestern University,Private not-for-profit, 4-year or above,9670536.17,473072287.1,9670536.17,194468159.6,677210982.9
Northwood University,Private not-for-profit, 4-year or above,0,0,0,27005374.2,27005374.2
Norwalk Community College,Public, 2-year,0,1167502,0,8331591.2,9499093.2
Norwich University,Private not-for-profit, 4-year or above,1445553,1285081,1445553,29081101,31811735
Notre Dame College,Private not-for-profit, 4-year or above,0,0,0,16701519,16701519
Notre Dame de Namur University,Private not-for-profit, 4-year or above,0,269262.29,0,15627282,15896544.3
Notre Dame of Maryland University,Private not-for-profit, 4-year or above,0,0,0,18109445,18109445
Nova Southeastern University,Private not-for-profit, 4-year or above,602128.77,16569832.98,602128.77,553078685.3,570250647
NTMA Training Centers of Southern California,Private not-for-profit, less-than 2-year,0,0,0,2609714.6,2609714.6
Nunez Community College,Public, 2-year,0,0,0,11195519.7,11195519.7
Nyack College,Private not-for-profit, 4-year or above,0,0,0,19573362.7,19573362.7
O C Collins Career Center,Public, 2-year,0,49641,0,5176948,5226589
O'More College of Design,Private not-for-profit, 4-year or above,0,0,0,720476,720476
Oak Hills Christian College,Private not-for-profit, 4-year or above,0,0,0,530013.4,530013.4
Oakland City University,Private not-for-profit, 4-year or above,0,949325,0,4344473,5293798
Oakland Community College,Public, 2-year,0,0,0,28412621.1,28412621.1
Oakland University,Public, 4-year or above,209268.44,5231520,209268.44,130012249.6,135453038
Oakton Community College,Public, 2-year,0,472270,0,6962426,7434696
Oakwood University,Private not-for-profit, 4-year or above,0,3713875,0,17565387.3,21279262.3
Oberlin College,Private not-for-profit, 4-year or above,0,1272927,0,10909168,12182095
Oblate School of Theology,Private not-for-profit, 4-year or above,0,0,0,12742,12742
Occidental College,Private not-for-profit, 4-year or above,0,1935313.18,0,11064751,13000064.2
Ocean County College,Public, 2-year,0,1511462,0,19343363.1,20854825.1
Ocean County Vocational-Technical School,Public, less-than 2-year,0,0,0,1301674.5,1301674.5
Oconee Fall Line Technical College,Public, 2-year,0,1374185,0,3331143.7,4705328.7
Odessa College,Public, 2-year,0,0,0,8474218.8,8474218.8
Ogden-Weber Applied Technology College,Public, less-than 2-year,0,0,0,1293307.4,1293307.4
Ogeechee Technical College,Public, 2-year,0,99999,0,4793871.3,4893870.3
Oglala Lakota College,Public, 4-year or above,0,21046113.17,0,3772974,24819087.2
Oglethorpe University,Private not-for-profit, 4-year or above,0,0,0,8851037.3,8851037.3
Ohio Christian University,Private not-for-profit, 4-year or above,0,0,0,41213683,41213683
Ohio Dominican University,Private not-for-profit, 4-year or above,0,0,0,16515850,16515850
Ohio Institute of Allied Health,Private not-for-profit, less-than 2-year,0,0,0,361234,361234
Ohio Northern University,Private not-for-profit, 4-year or above,0,2374327,0,26958968,29333295
Ohio State University,Public, 4-year or above,17962857.41,323013542.4,17962857.41,378127012,719103411.8
Ohio Technical Center at Vantage Career Center,Public, less-than 2-year,0,0,0,99346.1,99346.1
Ohio University,Public, 4-year or above,202000,18109320.35,202000,248276901.6,266588221.9
Ohio Valley University,Private not-for-profit, 4-year or above,0,495534,0,3319017,3814551
Ohio Wesleyan University,Private not-for-profit, 4-year or above,0,470348,0,12143247,12613595
Ohlone College,Public, 2-year,0,0,0,5975947.2,5975947.2
Ohr Hameir Theological Seminary,Private not-for-profit, 4-year or above,0,0,0,464757,464757
Okaloosa Technical College,Public, 2-year,0,3639335.43,0,845367.3,4484702.7
Oklahoma Baptist University,Private not-for-profit, 4-year or above,0,0,0,13334470.4,13334470.4
Oklahoma Christian University,Private not-for-profit, 4-year or above,0,0,0,13258090.8,13258090.8
Oklahoma City Community College,Public, 2-year,0,1044539,0,26820857,27865396
Oklahoma City University,Private not-for-profit, 4-year or above,0,225000,0,33327791,33552791
Oklahoma Panhandle State University,Public, 4-year or above,0,328125,0,5288279.3,5616404.3
Oklahoma State University,Public, 4-year or above,3059512.93,62073478.83,3059512.93,160277857.5,225410849.3
Oklahoma State University Institute of Technology,Public, 4-year or above,0,-381349.77,0,13104301,12722951.2
Oklahoma Wesleyan University,Private not-for-profit, 4-year or above,0,0,0,13110600,13110600
Old Dominion University,Public, 4-year or above,1764209.24,25850720.39,1764209.24,160251567.5,187866497.1
Olivet College,Private not-for-profit, 4-year or above,0,0,0,13414207,13414207
Olivet Nazarene University,Private not-for-profit, 4-year or above,0,5000,0,38615309.7,38620309.7
Olney Central College,Public, 2-year,0,2047165.88,0,2511111,4558276.9
Olympic College,Public, 4-year or above,2140851.89,334468.29,2140851.89,9902134.5,12377454.7
Onondaga Community College,Public, 2-year,0,1703312.81,0,29581107.7,31284420.5
Opportunities Industrialization Center,Private not-for-profit, less-than 2-year,0,0,0,129177,129177
Oral Roberts University,Private not-for-profit, 4-year or above,0,0,0,31665223.1,31665223.1
Orange County Community College,Public, 2-year,0,242136,0,15204590.2,15446726.2
Orange Technical College-Mid Florida Campus,Public, 2-year,0,0,0,1073057,1073057
Orange Technical College-Orlando Campus,Public, 2-year,0,0,0,814206,814206
Orange Technical College-Westside Campus,Public, 2-year,0,0,0,693835.2,693835.2
Orange Technical College-Winter Park Campus,Public, less-than 2-year,0,0,0,569356,569356
Orange Ulster BOCES-Practical Nursing Program,Public, less-than 2-year,32997,0,32997,699388,732385
Orangeburg Calhoun Technical College,Public, 2-year,0,996816,0,7782196.2,8779012.2
Oregon College of Art and Craft,Private not-for-profit, 4-year or above,0,0,0,1688424,1688424
Oregon College of Oriental Medicine,Private not-for-profit, 4-year or above,0,0,0,9335768,9335768
Oregon Health & Science University,Public, 4-year or above,15985324.7,274533850.5,15985324.7,49109042,339628217.2
Oregon Institute of Technology,Public, 4-year or above,0,3231801.27,0,20961681.9,24193483.2
Oregon State University,Public, 4-year or above,6456612.63,195993392,6456612.63,157143603.9,359593608.6
Orleans Niagara BOCES-Practical Nursing Program,Public, less-than 2-year,0,0,0,496641.6,496641.6
Orleans Technical College,Private not-for-profit, 2-year,70299,539984,70299,2657612.4,3267895.4
Otero Junior College,Public, 2-year,0,6991632,0,4066735.2,11058367.2
Otis College of Art and Design,Private not-for-profit, 4-year or above,0,0,0,13410601.9,13410601.9
Otsego Area BOCES-Practical Nursing Program,Public, less-than 2-year,0,499926,0,313860.5,813786.5
Otterbein University,Private not-for-profit, 4-year or above,-2557.29,15000,-2557.29,23310959,23323401.7
Ouachita Baptist University,Private not-for-profit, 4-year or above,0,1681188.84,0,9402198,11083386.8
Our Lady of the Lake College,Private not-for-profit, 4-year or above,0,93732.27,0,17319143.9,17412876.2
Our Lady of the Lake University,Private not-for-profit, 4-year or above,0,1018938,0,45137813.5,46156751.5
Owens Community College,Public, 2-year,0,235084,0,29351693.5,29586777.5
Owensboro Community and Technical College,Public, 2-year,0,765307,0,9214888.1,9980195.1
Oxford Graduate School,Private not-for-profit, 4-year or above,0,0,0,180085,180085
Oxnard College,Public, 2-year,0,2284603,0,10915774,13200377
Ozark Christian College,Private not-for-profit, 4-year or above,0,0,0,2815449,2815449
Ozarka College,Public, 2-year,0,306436,0,4292278.6,4598714.6
Ozarks Technical Community College,Public, 2-year,0,166075.56,0,45921741.3,46087816.9
Pace University-New York,Private not-for-profit, 4-year or above,0,7116427,0,137876431,144992858
Pacific Lutheran University,Private not-for-profit, 4-year or above,0,930358,0,25518923.1,26449281.1
Pacific Northwest College of Art,Private not-for-profit, 4-year or above,0,9000,0,6753664,6762664
Pacific Northwest University of Health Sciences,Private not-for-profit, 4-year or above,272680.92,740688,272680.92,26030631,27043999.9
Pacific Oaks College,Private not-for-profit, 4-year or above,0,0,0,22308524,22308524
Pacific School of Religion,Private not-for-profit, 4-year or above,0,0,0,1274693,1274693
Pacific Union College,Private not-for-profit, 4-year or above,0,20390,0,11017273,11037663
Pacific University,Private not-for-profit, 4-year or above,101133.23,708996,101133.23,89636203,90446332.2
Paine College,Private not-for-profit, 4-year or above,0,2716218,0,4616582,7332800
Palm Beach Atlantic University,Private not-for-profit, 4-year or above,0,0,0,37177852,37177852
Palm Beach State College,Public, 4-year or above,0,1846316.25,0,69331537.8,71177854
Palmer College of Chiropractic,Private not-for-profit, 4-year or above,0,965520,0,93353105,94318625
Palo Alto College,Public, 2-year,0,2857540.38,0,17345222.6,20202763
Palo Alto University,Private not-for-profit, 4-year or above,0,0,0,35006484,35006484
Palo Verde College,Public, 2-year,0,0,0,757251.9,757251.9
Palomar College,Public, 2-year,0,4906178.35,0,16815938.8,21722117.1
Pamlico Community College,Public, 2-year,0,0,0,356990.9,356990.9
