"Recipient","INST_TYPE_1","INST_TYPE_2","total_awards","grants","contracts","student_aid","Total_Federal_Investment"
"Sam Houston State University","Public"," 4-year or above",4788241.75,4547289.86,240951.89,159346810.22,164135052
"Samaritan Hospital School of Nursing","Private not-for-profit"," 2-year",0,0,0,1071755,1071755
"Samford University","Private not-for-profit"," 4-year or above",2497252,2497927,-675,67066167,69563419
"Sampson Community College","Public"," 2-year",0,0,0,2590112.15,2590112.1
"Samuel Merritt University","Private not-for-profit"," 4-year or above",3066946,3066946,0,63596427,66663373
"San Antonio College","Public"," 2-year",0,0,0,40438322.92,40438322.9
"San Bernardino Valley College","Public"," 2-year",156605,156605,0,16517801.97,16674407
"San Diego State University","Public"," 4-year or above",52336343.7,49449349.43,2886994.27,174093340,226429683.7
"San Francisco Art Institute","Private not-for-profit"," 4-year or above",0,0,0,4545731,4545731
"San Francisco Conservatory of Music","Private not-for-profit"," 4-year or above",0,0,0,4334534,4334534
"San Francisco State University","Public"," 4-year or above",22496261.33,22168878.7,327382.63,165635252,188131513.3
"San Jacinto Community College","Public"," 2-year",2276100.69,2276100.69,0,35096904.86,37373005.59
"San Joaquin College of Law","Private not-for-profit"," 4-year or above",0,0,0,3542422,3542422
"San Joaquin Delta College","Public"," 2-year",-29541.76,-29541.76,0,27949572,27920030.24
"San Joaquin Valley College-Central Administrative Office","Administrative Unit",NA,0,0,0,75438937.56,75438937.6
"San Jose City College","Public"," 2-year",1347599,1347599,0,6717764.57,8065363.6
"San Jose State University","Public"," 4-year or above",28556340.51,28194101.26,362239.25,152289254.65,180845595.1
"San Juan College","Public"," 2-year",1405825.74,1405825.74,0,12599208.35,14005034.04
"Sandhills Community College","Public"," 2-year",0,0,0,5502234.94,5502234.9
"Sandusky Career Center","Public"," less-than 2-year",0,0,0,1113243.41,1113243.4
"Santa Ana College","Public"," 4-year or above",517291,517291,0,16505774.94,17023065.9
"Santa Barbara City College","Public"," 2-year",1867236.31,1867236.31,0,23126981.94,24994218.21
"Santa Clara University","Private not-for-profit"," 4-year or above",2552580.74,2552580.74,0,59277279,61829859.74
"Santa Fe College","Public"," 4-year or above",2260102.89,2260102.89,0,38410761.46,40670864.39
"Santa Fe Community College","Public"," 2-year",1631559.92,1631559.92,0,5103054.14,6734614.02
"Santa Monica College","Public"," 2-year",2088658,2088658,0,31446753.45,33535411.4
"Santa Rosa Junior College","Public"," 2-year",1891473,1891473,0,15776245,17667718
"Santiago Canyon College","Public"," 2-year",982291,982291,0,6688212.42,7670503.4
"Sarah Lawrence College","Private not-for-profit"," 4-year or above",0,0,0,13463762,13463762
"Sauk Valley Community College","Public"," 2-year",286115,286115,0,3499071.66,3785186.7
"Savannah College of Art and Design","Private not-for-profit"," 4-year or above",0,0,0,145763767.02,145763767
"Savannah State University","Public"," 4-year or above",10433872.12,10004376.61,429495.51,49757294.23,60191166.32
"Savannah Technical College","Public"," 2-year",-100164.88,-100164.88,0,8840401,8740236.12
"Saybrook University","Private not-for-profit"," 4-year or above",0,0,0,23796989,23796989
"Schenectady County Community College","Public"," 2-year",3909836,3909836,0,13797542.82,17707378.8
"School District of Indian River County-Technical Center for Career and Adult Education","Public"," less-than 2-year",0,0,0,75160,75160
"School of Missionary Aviation Technology","Private not-for-profit"," 2-year",0,0,0,160455,160455
"School of Professional Horticulture, New York Botanical Garden","Private not-for-profit"," 2-year",1637258,1637258,0,48499.4,1685757.4
"School of the Art Institute of Chicago","Private not-for-profit"," 4-year or above",0,0,0,34704463.18,34704463.2
"Schoolcraft College","Public"," 4-year or above",235851,203601,32250,13924287.25,14160138.2
"Schreiner University","Private not-for-profit"," 4-year or above",1074522,1074522,0,11235993,12310515
"Schuyler Steuben Chemung Tioga Allegany BOCES","Public"," less-than 2-year",0,0,0,1201113.11,1201113.1
"Schuylkill Technology Center","Public"," less-than 2-year",0,0,0,691855,691855
"Scioto County Career Technical Center","Public"," less-than 2-year",49448,49448,0,1389541.37,1438989.4
"Scottsdale Community College","Public"," 2-year",0,0,0,10094297,10094297
"Scripps College","Private not-for-profit"," 4-year or above",77870,77870,0,3246832,3324702
"Seattle Central College","Public"," 4-year or above",1453784,1453784,0,9681491.27,11135275.3
"Seattle Pacific University","Private not-for-profit"," 4-year or above",581744,581744,0,32532993.39,33114737.4
"Seattle University","Private not-for-profit"," 4-year or above",1792618.4,1782618.4,10000,67599882.28,69392500.7
"Selma University","Private not-for-profit"," 4-year or above",0,0,0,3047838.45,3047838.4
"Seminar L'moros Bais Yaakov","Private not-for-profit"," less-than 2-year",0,0,0,1507044,1507044
"Seminole State College","Public"," 2-year",4018567.56,4018567.56,0,6174903,10193470.56
"Seminole State College of Florida","Public"," 4-year or above",252181,252181,0,48792571.28,49044752.3
"Sentara College of Health Sciences","Private not-for-profit"," 4-year or above",0,0,0,3061415,3061415
"Seton Hall University","Private not-for-profit"," 4-year or above",2733213,2733213,0,98843158.27,101576371.3
"Seton Hill University","Private not-for-profit"," 4-year or above",328004.46,302000.36,26004.1,21640430,21968434.46
"Sewanee-The University of the South","Private not-for-profit"," 4-year or above",491282,491282,0,8728423.42,9219705.4
"Seward County Community College","Public"," 2-year",221458.68,221458.68,0,2380939,2602397.68
"Sh'or Yoshuv Rabbinical College","Private not-for-profit"," 4-year or above",0,0,0,52295,52295
"Shasta Bible College and Graduate School","Private not-for-profit"," 4-year or above",0,0,0,134518,134518
"Shasta College","Public"," 4-year or above",1195099.32,1195099.32,0,16963055.29,18158154.62
"Shaw University","Private not-for-profit"," 4-year or above",3154640,3154640,0,23520816.81,26675456.8
"Shawnee State University","Public"," 4-year or above",3918106,3918106,0,23117485,27035591
"Shawsheen Valley School of Practical Nursing","Public"," less-than 2-year",0,0,0,352863,352863
"Shelton State Community College","Public"," 2-year",1900072,1900072,0,8969347.55,10869419.6
"Shenandoah University","Private not-for-profit"," 4-year or above",192506.38,192506.38,0,50292811.1,50485317.48
"Shepherd University","Public"," 4-year or above",573989,573989,0,21934369,22508358
"Shepherds College","Private not-for-profit"," 2-year",0,0,0,399313,399313
"Shepherds Theological Seminary","Private not-for-profit"," 4-year or above",0,0,0,147200,147200
"Sheridan Technical College","Public"," 2-year",0,0,0,2758604,2758604
"Sherman College of Straight Chiropractic","Private not-for-profit"," 4-year or above",0,0,0,18605942,18605942
"Shippensburg University of Pennsylvania","Public"," 4-year or above",1153067,1153067,0,50660766.9,51813833.9
"Shoreline Community College","Public"," 2-year",70018,70018,0,9089931.97,9159950
"Shorter College","Private not-for-profit"," 2-year",1850089,1850089,0,5812792,7662881
"Shorter University","Private not-for-profit"," 4-year or above",0,0,0,14834349,14834349
"Siena College","Private not-for-profit"," 4-year or above",365146,365146,0,25862647.18,26227793.2
"Siena Heights University","Private not-for-profit"," 4-year or above",1376761,1376761,0,19888373.31,21265134.3
"Sierra College","Public"," 2-year",242131,242131,0,23840673,24082804
"Sierra Nevada College","Private not-for-profit"," 4-year or above",0,0,0,8892153,8892153
"Sikeston Career and Technology Center","Public"," less-than 2-year",0,0,0,365073,365073
"Silver Lake College of the Holy Family","Private not-for-profit"," 4-year or above",0,0,0,2815873,2815873
"Simmons College","Private not-for-profit"," 4-year or above",1388913,1388913,0,117177644,118566557
"Simmons College of Kentucky","Private not-for-profit"," 4-year or above",500000,500000,0,682197,1182197
"Simpson College","Private not-for-profit"," 4-year or above",545863,545863,0,11362405.05,11908268.1
"Simpson University","Private not-for-profit"," 4-year or above",1824474,1824474,0,7778254.13,9602728.1
"Sinclair Community College","Public"," 2-year",3499317.91,3480663,18654.91,45576613.18,49075931.11
"Sinte Gleska University","Private not-for-profit"," 4-year or above",7878686.32,7878686.32,0,1113608,8992294.32
"Sioux Falls Seminary","Private not-for-profit"," 4-year or above",0,0,0,194310,194310
"Sisseton Wahpeton College","Public"," 2-year",3948066,3948066,0,368550,4316616
"Sistema Universitario Ana G Mendez",NA,NA,9100998.94,9100998.94,0,0,9100998.94
"SIT Graduate Institute","Private not-for-profit"," 4-year or above",70830612.54,69386745,1443867.54,2068404,72899016.54
"Sitting Bull College","Public"," 4-year or above",7147391,7147391,0,1010746,8158137
"Skagit Valley College","Public"," 4-year or above",5615213.75,5615213.75,0,6696293.14,12311506.85
"Skidmore College","Private not-for-profit"," 4-year or above",3897370,3897370,0,9142373.26,13039743.3
"Skyline College","Public"," 4-year or above",1296234,1296234,0,6172309,7468543
"Slippery Rock University of Pennsylvania","Public"," 4-year or above",258934,258934,0,76017475.39,76276409.4
"Smith College","Private not-for-profit"," 4-year or above",1883356.98,1883356.98,0,16285607,18168963.98
"Snead State Community College","Public"," 2-year",616537,616537,0,7560256,8176793
"Snow College","Public"," 4-year or above",783550,783550,0,10382426,11165976
