"cfda_number","family","program_title","agency","subagency","Recipient","obligation"
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","Icahn School of Medicine at Mount Sinai",793250
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","Johns Hopkins University",2927965
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","Medical College of Wisconsin",549992
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","Oregon Health & Science University",749325
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","Pardee RAND Graduate School",662646
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","University of California-Davis",1000
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","University of California-Irvine",325622
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Chicago",1490971
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Colorado Boulder",1175434
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Florida",450000
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Iowa",1568326
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Kansas",349769
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Kentucky",4411154
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Louisville",1182204
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Maryland, Baltimore",330000
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Michigan-Ann Arbor",2418045
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Minnesota-Twin Cities",349121
